hsa-mir-21,hsa-mir-10b,hsa-mir-139,hsa-mir-429,hsa-mir-200a,hsa-mir-1247,hsa-mir-200c,hsa-mir-200b,hsa-mir-204,hsa-mir-145,hsa-mir-141,hsa-mir-671,hsa-mir-4677,hsa-mir-182,hsa-mir-6892,hsa-mir-483,hsa-mir-1307,hsa-mir-98,hsa-mir-769,hsa-mir-3613,hsa-mir-191,hsa-mir-148b,hsa-mir-340,hsa-let-7c,hsa-mir-1468,hsa-mir-181c,hsa-mir-125b-1,hsa-mir-96,hsa-mir-125b-2,hsa-mir-192,hsa-mir-493,hsa-mir-100,hsa-mir-342,hsa-mir-99a,hsa-mir-452,hsa-mir-331,hsa-mir-301a,hsa-mir-335,hsa-mir-32,hsa-mir-7-1,hsa-mir-365b,hsa-mir-365a,hsa-mir-143,hsa-mir-615,hsa-mir-3127,hsa-mir-190b,hsa-mir-195,hsa-mir-3677,hsa-mir-155,hsa-mir-196a-2,hsa-mir-196a-1,hsa-mir-330,hsa-mir-4326,hsa-mir-140,hsa-mir-377,hsa-mir-149,hsa-mir-891a,hsa-mir-495,hsa-mir-503,hsa-mir-103a-1,hsa-mir-103a-2,hsa-mir-5683,hsa-mir-19a,hsa-mir-183,hsa-mir-99b,hsa-mir-379,hsa-mir-337,hsa-let-7e,hsa-mir-151a,hsa-mir-454,hsa-mir-3074,hsa-mir-590,hsa-mir-126,hsa-mir-210,hsa-mir-33a,hsa-mir-205,hsa-mir-629,hsa-mir-193a,hsa-mir-93,hsa-mir-181d,hsa-mir-376c,hsa-mir-181b-1,hsa-mir-758,hsa-mir-551b,hsa-mir-320b-2,hsa-mir-3200,hsa-mir-142,hsa-mir-497,hsa-mir-432,hsa-mir-511,hsa-mir-940,hsa-mir-328,hsa-mir-181b-2,hsa-mir-423,hsa-mir-766,hsa-mir-28,hsa-mir-92b,hsa-mir-744,hsa-mir-326,hsa-mir-134,hsa-mir-501,hsa-mir-3614,hsa-mir-22,hsa-mir-675,hsa-mir-431,hsa-mir-887,hsa-mir-345,hsa-mir-4668,hsa-mir-6510,hsa-mir-130b,hsa-mir-370,hsa-mir-381,hsa-mir-767,hsa-mir-338,hsa-mir-1271,hsa-mir-135b,hsa-mir-1301,hsa-mir-500a,hsa-mir-17,hsa-mir-296,hsa-mir-628,hsa-mir-485,hsa-mir-187,hsa-mir-27a,hsa-mir-455,hsa-mir-655,hsa-mir-708,hsa-mir-4661,hsa-mir-378c,hsa-mir-574,hsa-mir-215,hsa-mir-33b,hsa-mir-218-1,hsa-mir-181a-1,hsa-mir-106b,hsa-mir-20a,hsa-mir-218-2,hsa-mir-320b-1,hsa-mir-376b,hsa-mir-369,hsa-mir-491,hsa-mir-29a,hsa-mir-411,hsa-mir-34a,hsa-mir-30e,hsa-mir-154,hsa-mir-539,hsa-mir-1266,hsa-mir-15a,hsa-mir-323a,hsa-mir-148a,hsa-mir-374b,hsa-let-7g,hsa-mir-29b-1,hsa-mir-487b,hsa-mir-654,hsa-mir-19b-1,hsa-mir-105-1,hsa-mir-105-2,hsa-mir-184,hsa-mir-214,hsa-mir-660,hsa-mir-130a,hsa-mir-299,hsa-mir-26a-1,hsa-mir-26a-2,hsa-mir-181a-2,hsa-mir-146a,hsa-mir-9-2,hsa-mir-584,hsa-mir-9-3,hsa-mir-1258,hsa-mir-3653,hsa-mir-9-1,hsa-mir-500b,hsa-mir-29b-2,hsa-mir-412,hsa-mir-382,hsa-mir-616,hsa-mir-496,hsa-mir-3607,hsa-mir-19b-2,hsa-mir-582,hsa-mir-324,hsa-mir-3065,hsa-let-7i,hsa-mir-128-2,hsa-mir-107,hsa-mir-203b,hsa-mir-128-1,hsa-mir-425,hsa-mir-1296,hsa-mir-127,hsa-mir-146b,hsa-mir-889,hsa-mir-193b,hsa-mir-542,hsa-mir-625,hsa-mir-339,hsa-mir-223,hsa-let-7d,hsa-mir-125a,hsa-mir-374a,hsa-mir-217,hsa-mir-409,hsa-mir-378a,hsa-mir-4728,hsa-mir-664b,hsa-mir-450b,hsa-mir-224,hsa-mir-410,hsa-let-7b,hsa-mir-15b,hsa-mir-1180,hsa-mir-106a,hsa-mir-375,hsa-mir-1306,hsa-mir-203a,hsa-mir-18a,hsa-mir-3615,hsa-mir-197,hsa-let-7f-2,hsa-mir-194-2,hsa-let-7f-1,hsa-mir-152,hsa-mir-190a,hsa-mir-1245a,hsa-mir-589,hsa-mir-1269b,hsa-mir-4772,hsa-mir-508,hsa-mir-451a,hsa-mir-484,hsa-mir-199a-1,hsa-mir-944,hsa-mir-144,hsa-mir-486-2,hsa-mir-194-1,hsa-mir-486-1,hsa-mir-199a-2,hsa-mir-1269a,hsa-mir-502,hsa-let-7a-2,hsa-mir-449a,hsa-mir-30c-1,hsa-mir-361,hsa-mir-132,hsa-mir-362,hsa-mir-4662a,hsa-mir-664a,hsa-mir-532,hsa-mir-30d,hsa-mir-577,hsa-mir-186,hsa-mir-135a-2,hsa-mir-34c,hsa-mir-199b,hsa-mir-153-2,hsa-mir-101-1,hsa-mir-101-2,hsa-mir-23a,hsa-mir-934,hsa-mir-874,hsa-mir-29c,hsa-mir-31,hsa-mir-135a-1,hsa-mir-3605,hsa-mir-20b,hsa-mir-935,hsa-mir-30a,hsa-mir-136,hsa-mir-27b,hsa-mir-133a-2,hsa-mir-133a-1,hsa-let-7a-1,hsa-let-7a-3,hsa-mir-576,hsa-mir-1-2,hsa-mir-1-1,hsa-mir-133b,hsa-mir-185,hsa-mir-206,hsa-mir-652,hsa-mir-30b,hsa-mir-92a-2,hsa-mir-30c-2,hsa-mir-2355,hsa-mir-450a-1,hsa-mir-92a-1,hsa-mir-450a-2,hsa-mir-23b,hsa-mir-942,hsa-mir-26b,hsa-mir-95,hsa-mir-363,hsa-mir-1287,hsa-mir-222,hsa-mir-16-1,hsa-mir-221,hsa-mir-212,hsa-mir-10a,hsa-mir-424,hsa-mir-320a,hsa-mir-505,hsa-mir-642a,hsa-mir-16-2,hsa-mir-25,hsa-mir-653,hsa-mir-24-2,hsa-mir-150,hsa-mir-196b,hsa-mir-24-1,hsa-mir-323b,hsa-mir-1976,hsa-mir-598,label
621452,156195,57,186,2090,601,14768,787,0,2075,2318,21,43,63791,2,7,2298,99,47,18,5497,437,37,2156,17,172,747,37,847,1680,72,17448,400,1522,1317,86,51,90,47,57,922,931,44843,28,26,2,43,195,841,575,467,69,27,780,15,136,85,34,22,18284,18218,0,34,40270,219762,2942,220,3915,4014,40,18,47,1978,6282,13,11008,533,1793,8179,34,23,175,53,1,24,15,2711,42,11,12,35,161,181,666,63,13168,295,27,31,1540,86,2,199683,25,42,7,166,7,132,72,35,90,192,239,15,2,69,498,1698,7,73,28,530,7522,1108,7,192,6,10,482,16,11,11,1026,1066,335,13,10,4,36,15,6599,22,278,23458,22,45,49,203,15,178670,134,1025,580,11,73,107,283,297,8,83,30,109,28,1285,1270,2595,96,10523,459,10660,2,42,10347,15,332,28,114,12,8,181,93,177,137,14,2029,143,126,44,270,3290,42,3446,1635,14,1309,660,303,179,202,1423,3408,1987,217,117,1241,5,10,41,1492,28,48269,720,48,62,13761,41,4532,13,7,2554,4081,91,3946,988,8,18,353,0,4,1,394,168,11204,18,96,51,86,57,20233,2,19,15661,1,447,847,114,7,20,57,752,7960,4,848,0,9,27344,10,2980,2932,24414,0,57,1607,8,0,11,2,0,7118,178,2783,2,12,16008,16031,33,2,1,2,171,0,99,656,9599,424,286,22,10137,10,4885,37,1348,0,5,103,130,717,206,10,43754,678,1807,151,8,717,13935,15,2712,60,6061,2631,26,17,9,breast
450818,117455,81,557,4259,50,25564,1917,6,4696,3845,25,22,122479,3,14,5670,201,129,62,4909,449,74,7770,6,116,817,65,833,1544,34,5512,2757,1512,38,166,55,76,79,143,518,518,115575,95,28,30,100,67,1720,1370,1266,192,17,1521,6,590,2,17,31,38742,38830,3,37,61652,177206,2303,81,3408,7271,27,26,68,9062,916,48,3933,431,690,6808,23,21,702,40,2,24,9,9675,64,17,24,56,82,647,281,34,6765,4750,132,51,1322,75,18,184163,50,31,67,193,5,2,36,21,73,1,332,6,5,43,886,1098,12,111,8,18,5231,424,3,260,5,11,177,26,35,35,2949,1642,189,34,18,5,34,8,8396,24,242,37418,14,18,53,280,8,100420,279,1361,1091,17,55,101,1,0,1373,108,60,133,7,2154,2008,3293,370,141,189,157,5,19,144,27,600,27,61,3,6,363,80,422,139,270,1518,97,296,12,169,3421,19,2672,1063,23,495,633,1192,188,257,1443,3171,1641,25,124,443,22,6,51,14,17,61819,547,74,89,165527,25,3990,45,10,794,6762,167,6571,624,12,4,146,0,22,3,358,410,9243,3,84,34,151,35,17238,0,39,38026,5043,849,842,144,21,76,57,1525,13420,3,553,0,127,24644,39,9539,9594,13110,16,70,7711,21,0,11,31,4,30550,95,3657,3,8,18896,19100,24,7,7,2,121,0,85,2295,5859,856,214,26,6121,17,4482,22,2193,4,31,129,90,837,253,9,95768,426,2582,64,29,806,11883,47,1728,4015,550,1654,17,30,18,breast
1318380,1126107,314,942,12337,80,97363,5849,31,9727,11175,35,42,425457,4,35,6941,402,197,76,5478,1954,135,29565,24,1228,1891,421,1946,8214,70,30118,5439,11720,309,352,93,606,177,175,1902,1909,208641,35,35,181,181,31,921,2320,2096,170,16,2445,14,367,9,38,50,111043,111447,23,73,118084,223330,3678,203,5279,4386,60,73,76,32939,1181,33,38747,428,3730,21389,106,19,1421,204,35,40,19,6873,164,30,21,44,300,1282,790,56,15807,738,324,71,2738,187,10,485477,266,53,49,142,65,7,53,64,85,1,7287,16,12,84,1670,2260,53,827,27,87,7493,3719,11,956,4,11,929,79,8,118,11733,2385,529,92,40,7,50,36,24608,30,738,160582,45,78,74,540,20,638760,433,3770,3653,21,99,214,2,3,37,269,176,749,22,4203,4185,11340,220,980,127,1051,2,54,995,22,4474,87,179,14,11,641,204,732,273,932,2738,123,691,82,237,2025,27,5773,1714,57,1303,1347,703,276,220,3628,5795,4287,151,358,1277,13,36,133,210,40,142569,820,74,135,126297,26,32884,19,5,1524,22029,841,21494,1311,33,22,301,0,12,25,449,637,25707,6,234,51,796,59,46029,1,32,131413,2,10552,1881,310,25,135,359,3036,28055,1,1337,3,57,61537,292,53288,53673,26007,3,275,24669,6,7,36,193,13,897872,279,4044,7,8,66691,66849,54,9,7,0,145,0,112,4490,9360,11252,205,33,10199,41,7215,4,5785,8,150,513,149,1913,220,14,82762,458,6281,121,40,1821,34411,210,2466,1151,1061,2339,17,78,31,breast
3194516,239293,148,1380,17151,2,211866,12253,2,3492,43115,39,67,297841,2,13,23157,867,161,67,6053,1496,288,4633,96,1481,736,329,731,1238,24,12318,6373,1111,57,249,123,661,168,136,964,972,306442,35,139,75,290,48,253,1420,1242,131,1,4840,5,1361,0,7,77,371717,374125,83,251,142563,316645,1125,27,16051,38127,86,40,60,18035,1354,88,110,1673,1732,77961,236,6,614,35,3,30,50,1327,287,7,12,53,136,562,3503,7,53462,283,449,23,368,435,12,307254,96,17,355,128,10,1,70,18,74,0,1211,6,2,170,4035,16629,12,32,5,5,10340,187,4,327,50,23,305,5,16,157,4120,5700,5543,145,30,2,16,28,5920,13,896,77953,9,12,82,2583,8,23039,203,4717,1472,7,32,756,2,0,2,116,385,82,2,6155,6313,6804,136,1358,204,1318,0,11,1310,50,2100,22,42,24,6,118,605,315,340,51,2567,653,2572,24,855,2244,20,1298,553,37,1517,1681,6753,201,92,3002,5738,6216,36,81,1778,24,47,89,27,26,210771,2480,210,312,143842,40,3453,167,85,1004,56093,429,56067,566,10,3,915,2,2,3,1032,549,6956,0,265,179,387,169,11914,0,137,181787,5,3074,3168,1067,105,946,228,8967,68882,0,1374,7,24,14480,78,108803,109444,27870,0,50,17230,15,5,11,388,10,957842,51,4731,11,5,182548,182195,52,10,11,0,554,0,179,3161,86787,4045,155,17,92088,21,3970,89,3127,8,231,383,63,1977,289,35,62324,234,8901,213,15,1881,103500,46,2231,432,339,2118,1,47,29,breast
647770,84710,163,736,5286,12,36097,3597,1,4872,11754,29,30,263308,3,19,4651,179,41,73,21170,1041,131,1248,1,52,786,424,814,4123,38,3196,2291,661,21,110,77,125,113,457,1385,1382,84530,22,17,148,40,22,360,35,27,70,17,740,5,1431,1,12,41,27684,27351,0,18,100143,90904,666,97,4468,4100,73,13,95,16262,979,36,713,359,952,10541,10,10,326,20,1,0,2,2973,44,13,8,10,54,205,466,26,5023,460,84,36,545,61,53,90772,153,7,188,210,12,0,76,15,28,1,481,5,2,53,652,1304,3,113,8,3,4053,506,4,166,3,10,376,70,36,41,1436,2100,209,44,6,7,6,6,5531,8,391,25022,6,18,81,485,9,45034,145,2519,1655,15,38,189,0,0,302,51,29,82,6,2116,2163,1699,113,1736,33,1757,0,11,1790,22,1979,7,44,15,5,213,187,72,97,251,868,68,243,4,127,1883,9,773,801,4,698,324,738,177,111,1493,3832,1267,17,52,572,50,19,43,16,7,33058,2215,8,35,104526,24,9936,15,5,564,18914,312,18766,351,22,2,153,1,4,0,230,464,4227,1,51,29,263,28,7698,33,32,26005,0,1690,509,138,8,45,241,981,4872,2,1179,1,7,10306,251,4129,4160,11732,0,58,5543,6,0,9,33,5,129228,43,2956,6,1,25819,26273,25,4,4,2,100,0,29,1466,3273,1793,74,19,3683,16,3926,14,4485,2,24,106,88,1382,100,10,29846,926,794,94,43,1467,15821,20,1346,472,656,1336,6,10,11,breast
513837,65832,43,399,2219,3,33665,2203,0,1972,4350,7,6,121874,13,0,1623,97,39,17,2947,441,25,1505,8,286,231,85,205,1009,22,1706,2453,249,15,11,15,83,41,39,293,296,5841,6,46,78,57,12,196,38,32,21,3,632,2,338,2,9,5,54226,54304,3,23,33613,114929,219,24,2851,4205,10,21,17,5463,1017,7,3584,108,674,7126,139,1,462,15,1,3,3,978,54,4,3,5,73,424,261,7,6555,75,90,3,274,78,1,105559,26,7,7,18,9,179,17,8,5,1,266,0,2,12,670,1082,1,75,4,6,1181,151,1,170,16,2,201,0,2,11,1524,410,201,5,1,1,4,17,6696,1,413,30680,4,6,72,179,0,70392,125,802,968,1,9,58,0,0,72,13,50,93,1,1072,1120,2477,74,98,16,83,0,24,85,13,1344,4,16,7,0,34,56,79,150,14,598,56,192,272,104,539,10,435,641,11,245,73,618,60,45,872,2699,1937,39,26,234,5,13,11,13,4,90286,207,35,30,24756,25,11966,4,3,561,3243,302,3129,117,17,6,67,0,2,9,157,245,2357,0,49,12,307,12,3948,1,26,20295,0,4887,520,127,8,15,145,1335,62724,0,612,869,11,5175,7,5632,5707,11846,0,31,3281,2,866,8,5,5,581266,31,2328,3,4,20381,20673,18,2,2,0,175,0,136,5584,4271,2897,41,1,4691,0,5502,3,1784,8,1,50,122,417,283,3,21402,36,517,74,11,412,11262,1035,631,39,204,637,1,11,15,breast
572017,126344,105,761,2941,24,37016,3669,7,11623,6163,14,23,62438,3,8,1105,97,36,33,2287,301,75,5995,9,134,615,84,546,657,30,3299,659,976,178,19,66,70,23,71,322,325,16283,9,8,7,138,5,2146,329,253,21,12,2337,6,100,2,30,74,51157,50720,36,320,25569,52236,532,38,2028,3051,50,43,107,18659,1615,29,6797,174,457,24157,60,27,339,22,1,14,4,15707,100,8,18,4,32,319,369,12,10504,76,30,1,575,148,4,121622,98,11,17,79,15,9,52,6,33,5,422,2,260,35,1488,10664,4,48,14,371,1205,383,10,320,1,2,137,2,0,55,1521,1366,2258,73,28,7,16,7,14869,13,750,28891,14,34,9,645,11,156173,202,2113,968,10,18,734,5,6,5,116,124,637,8,1992,1997,2356,1116,702,69,724,1,16,743,60,1027,0,42,3,4,38,665,411,140,53,1812,37,203,118,90,1868,8,1037,3653,4,175,459,366,109,593,1544,1360,1496,38,96,523,1,9,18,286,12,30769,702,9,427,8200,9,8273,109,3,1223,3655,196,3710,229,19,8,51,3,6,24,352,223,4875,2,71,16,141,9,8185,3,32,12879,0,2336,677,103,44,515,64,1894,14302,164,1559,8,50,9980,67,3491,3516,9859,75,46,2041,17,13,4,134,2,137064,48,1039,15,11,13144,12851,58,28,27,0,148,4,35,1291,13842,2459,66,14,16084,13,2647,15,3504,9,31,53,153,1611,413,1,18016,289,3072,324,11,1697,21719,25,1509,2755,367,1557,2,3,113,breast
2021875,674663,134,770,6883,142,33918,5128,25,15943,6334,78,66,316317,39,74,15723,372,202,164,7863,1657,95,26689,18,697,7354,281,7429,8329,252,43817,2647,25625,53,549,180,332,196,412,1595,1606,227914,75,69,254,438,181,3113,143,117,444,43,3478,40,1953,3,95,191,106285,107438,3,148,136717,767610,7786,656,7675,10553,62,136,139,29668,5924,259,13893,583,3933,27415,117,62,818,187,19,94,42,21668,349,63,49,70,841,575,1435,90,36062,755,384,323,8401,229,55,740803,565,135,171,113,33,9,138,166,313,2,2249,62,30,210,2710,5577,61,422,65,290,21936,2531,36,1622,26,18,2674,92,70,190,4370,4654,872,162,44,27,124,41,23768,67,1824,175440,117,150,128,977,84,456035,429,4293,4072,70,387,414,1,1,29,955,123,1186,70,5689,5838,10324,898,1079,175,1053,43,100,1076,39,2320,116,336,41,13,1119,325,1462,399,56,6135,334,692,269,451,2292,71,19949,2204,120,2046,2198,1426,634,623,6708,12096,5442,42,730,694,17,36,198,39,67,133827,1221,100,113,122936,87,21914,53,33,4043,12166,633,12007,2030,43,74,273,2003,24,11,1465,745,94638,5,358,177,552,167,174820,36,81,46808,120,6410,2270,441,42,92,286,2494,23096,18,2575,7,94,246430,274,42211,42605,65750,4,534,12871,274,6,30,137,22,417640,880,10561,10,32,47419,47381,107,10,9,2,209,0,290,5545,23133,6430,496,81,24736,81,10208,31,7262,29,53,296,418,2231,568,14,706437,2186,13390,462,65,2373,56503,133,6075,4737,4131,5886,74,68,243,breast
682188,436667,84,415,7615,139,35932,2872,12,3319,12177,18,28,130739,7,12,2271,212,91,27,11418,1036,99,7224,5,539,854,61,939,2160,18,10343,1328,2131,25,323,72,231,148,479,827,825,129911,68,44,119,145,40,3796,4446,3825,242,24,1139,0,1269,4,29,27,58305,58038,25,37,44481,104858,1152,89,6323,4901,58,76,73,9807,850,40,48651,253,1627,7684,107,11,451,29,3,6,24,13679,101,5,24,6,130,290,576,25,9460,517,83,56,785,146,76,116103,70,14,32,121,14,35,58,16,32,1,3018,15,50,62,1238,1712,46,264,6,466,7348,670,5,177,5,10,526,44,23,45,2650,1155,333,36,12,2,17,18,14631,10,541,87930,8,17,73,621,6,119794,149,3639,3349,9,28,292,0,0,214,44,104,136,1,3937,3895,3737,873,594,76,547,1,16,576,18,4049,3,34,8,3,336,302,188,148,547,1414,161,348,272,246,2692,10,1095,1007,13,171,428,363,339,364,1722,4176,2295,24,58,288,9,17,36,19,14,106328,1295,33,165,11755,39,36809,12,6,740,22375,229,22058,335,8,5,173,0,10,9,324,272,5621,8,81,32,242,42,10687,3,68,129024,0,2132,1222,116,28,50,299,1300,16954,1,1213,1,69,14305,84,18988,19164,13494,2,90,18822,15,2,16,176,3,217953,52,2278,5,1,64777,65316,63,11,13,0,166,0,294,3531,7788,2189,41,11,8295,16,2460,15,5513,13,171,182,161,1519,275,7,501848,763,2906,70,2,1612,23455,12,2076,4270,530,2019,12,32,21,breast
1059202,109834,377,844,5790,86,53760,5963,6,3056,8707,44,48,215617,6,9,5118,404,226,75,2339,609,317,47494,9,909,1716,164,2076,6655,87,42517,280,11269,335,176,26,739,253,208,3407,3394,874071,16,27,7,369,74,1203,957,928,112,23,4733,14,158,6,25,50,93109,93443,106,38,75161,169891,7524,98,15193,23523,28,23,81,7966,179,83,3296,286,20805,21072,299,30,4380,166,1,30,3,6943,113,50,40,12,152,4400,1526,37,9630,239,190,99,2266,63,8,377536,47,62,14,33,3,7,103,60,240,8,281,11,3,77,756,3140,35,52,29,506,21424,634,12,443,1,57,461,198,6,101,12356,6502,478,82,8,4,74,4,28200,86,849,74193,31,14,56,684,12,2244230,218,3143,630,27,204,134,9,7,80,248,96,125,18,7640,7706,23153,427,1504,194,1525,1,24,1560,3,657,51,144,2,15,26,97,494,93,153,2509,698,1272,73,869,688,32,8268,2305,134,801,2477,698,174,319,2450,3287,4310,33,195,3645,187,12,117,21,145,62346,1323,40,42,58399,47,7495,105,27,1178,57859,849,57648,2434,41,17,351,1,22,8,299,279,18180,2,100,25,760,47,33528,7000,42,141540,1,1132,2107,523,19,254,70,2125,65563,1,779,0,38,47554,23,36942,37572,36820,2,48,15471,7,0,11,18,7,55884,107,11866,0,0,70834,71301,19,0,3,0,286,0,122,5324,12847,1151,268,29,13576,30,7064,16,3518,19,12,307,182,1314,1218,104,62169,627,2481,94,6,1199,71568,50,6206,6518,2121,6061,6,62,171,breast
1083140,237416,155,710,3859,72,71494,2939,6,12518,12860,38,49,139332,26,19,17265,192,181,91,4463,671,102,15983,35,1626,2616,142,2678,3304,70,38953,764,6590,363,425,154,1217,124,115,802,803,239465,17,45,1,261,95,2698,57,57,306,57,8370,6,357,5,32,63,45202,45342,17,210,88861,344591,2281,198,4981,11344,70,67,152,15712,16679,621,2093,484,2579,27696,322,35,451,67,47,30,29,13291,225,30,58,48,430,325,942,44,72483,621,512,58,2193,185,23,550343,303,46,21,175,16,84,258,45,102,1,671,73,725,98,1776,12511,45,366,22,330,27369,2574,8,834,42,45,1070,76,51,126,3808,6461,1787,109,20,13,65,37,52758,29,700,100519,36,48,131,547,19,289130,264,4151,1984,32,155,630,7,4,56,322,149,1280,12,4241,4210,4788,460,838,412,948,4,63,903,28,4002,8,75,16,3,802,487,1007,680,95,3488,226,692,69,343,2245,83,3761,3263,45,736,372,570,212,508,3343,5686,2507,93,156,1919,11,16,40,348,23,102636,1393,92,126,44309,71,9548,355,75,3721,8753,158,8571,1440,27,14,7735,0,12,9,701,802,27755,2,111,81,153,57,51340,115,73,55465,0,3887,1454,513,58,227,56,3413,25117,1653,1872,4,27,73539,88,29285,29475,89002,185,366,8429,61,3,26,18,5,353049,206,8642,24,35,28044,28111,97,18,16,6,281,4,114,5095,34136,3821,683,7,39383,16,10701,37,3490,7,16,128,527,2214,1160,71,60583,538,3546,548,15,2211,43713,54,10505,4469,4884,10135,43,54,56,breast
447118,128123,32,238,928,28,16305,914,0,4738,3342,24,24,84319,4,19,4331,147,102,29,2608,577,54,4288,10,374,1987,102,1960,1268,27,6979,371,1827,7,151,70,261,71,59,830,840,33421,190,12,68,146,83,704,4769,3962,141,28,939,10,1060,1,20,11,31257,31188,0,79,35778,290185,993,133,3346,4837,39,153,39,6487,4825,38,8950,315,872,14338,103,17,388,28,3,118,18,4983,163,10,26,26,359,340,480,30,9089,585,119,51,1498,94,2,219760,46,31,21,119,22,1,86,33,43,0,190,31,1,50,844,2960,8,131,22,69,7752,542,5,732,5,7,695,12,13,33,1971,1553,386,33,70,6,8,9,9173,5,969,30132,16,41,52,275,12,57177,307,1584,1946,12,98,196,0,0,14,258,48,257,11,1670,1669,3527,156,510,31,523,2,30,518,21,2222,15,60,18,3,304,187,738,243,10,1449,70,269,45,137,499,16,2422,910,8,884,175,326,319,232,2725,4619,1038,7,101,249,7,22,16,8,9,61943,401,60,80,24502,44,8353,50,6,1156,5417,79,5402,1030,18,9,129,0,5,13,379,524,20131,1,70,52,71,65,36575,7,27,18773,217,1281,716,128,32,21,151,1406,13136,1,761,40,21,49912,24,6325,6318,32599,0,218,4623,6,27,33,21,3,37640,107,5592,1,5,19073,19361,30,1,1,0,72,0,215,3603,8420,1260,218,7,9253,9,7612,12,2079,11,10,144,136,645,279,2,338335,128,11294,173,36,619,22190,55,2333,365,1670,2254,17,17,12,breast
2561076,416078,95,308,3626,68,27396,2717,9,2995,3915,37,41,135372,8,41,5125,212,125,44,2788,386,98,20429,21,1955,2868,123,2969,1942,106,20094,1753,6666,226,68,43,375,108,75,630,639,121689,20,6,24,226,5,836,902,724,45,0,3711,13,400,5,40,42,147534,148181,9,78,37668,158568,4794,228,10556,8954,43,31,36,5524,2132,48,7346,308,1393,32699,478,19,1033,124,3,10,2,4768,113,48,14,2,164,947,737,22,14829,267,75,8,1431,95,10,513954,86,83,17,22,26,19,43,48,214,0,765,10,14,19,1370,5850,12,51,28,29,13047,688,20,1197,4,8,445,6,12,76,7906,1574,2050,78,4,4,66,16,15820,42,776,79236,32,47,22,1070,18,144983,204,2056,590,34,82,330,0,2,44,329,171,695,17,3968,3967,9894,385,281,87,332,2,28,304,21,728,3,170,10,16,295,308,496,114,16,2310,121,556,226,243,738,39,5558,2744,113,508,1763,781,119,257,2162,6731,5268,41,260,534,4,16,86,344,82,136916,632,83,113,18655,19,49578,24,24,1367,25892,318,25095,1629,16,25,206,0,8,29,527,179,30643,7,135,60,296,68,50726,0,25,89498,3,2076,1670,240,23,34,123,1913,35124,2,956,2,51,64000,67,31465,31836,25224,2,86,3977,66,1,9,118,16,648429,290,8586,3,4,89791,90077,45,4,8,0,216,1,131,1852,28967,2851,239,33,32347,25,5687,13,3180,5,43,104,115,770,437,8,154859,422,4966,70,3,843,38586,230,2153,1226,1436,2088,16,25,48,breast
1946001,359300,306,175,1262,59,89591,763,3,6836,9265,43,39,467552,12,19,12677,324,101,33,6105,599,136,9830,23,703,1863,227,1930,2069,49,9641,3781,2630,194,74,80,1148,89,90,606,600,146830,58,87,154,201,22,1035,1669,1306,164,57,5276,18,144,9,43,108,222436,223213,56,53,159708,215926,3565,170,11576,6355,48,114,49,14812,1180,18,33360,569,1721,51408,225,24,2320,60,13,36,52,2843,122,27,8,13,159,2290,1120,38,27856,950,145,12,1000,341,19,419856,133,55,21,32,20,24,42,34,218,4,1594,2,4,146,3324,3578,3,23,31,14,7399,926,14,891,8,13,589,54,14,86,12927,1965,1244,101,28,9,25,21,19345,27,1129,64660,26,45,58,1491,8,226340,195,2299,1321,21,52,213,6,1,6,239,197,215,17,3509,3488,14857,137,482,97,442,2,18,468,48,1539,54,91,14,7,68,140,756,146,195,2589,248,600,125,419,2130,22,3533,6910,57,348,1500,774,232,279,3254,6967,4088,89,172,1119,10,30,61,127,37,71091,978,86,30,34972,13,31053,14,31,1744,22690,357,21862,746,15,47,397,0,16,51,304,286,17601,20,77,30,361,26,28151,0,53,56134,6,3545,1834,430,86,43,474,3417,32596,1,1211,26,65,31950,87,24379,24741,17053,0,142,5265,20,10,10,31,4,773557,155,4792,3,7,56988,57139,45,9,9,0,210,0,193,1319,14372,4361,200,30,16002,30,4122,6,2807,14,6,107,119,1136,343,19,132369,356,11242,148,4,1077,44279,36,2056,1143,644,1853,3,47,24,breast
